angle (deg),case,psnr_bc,psnr_sr_1,psnr_sr_2,psnr_sr_3,scale,shape,slide,ssim_bc,ssim_sr_1,ssim_sr_2,ssim_sr_3,weight
18.0,case01015,14.19061160693853,15.53446469474274,15.848767214480048,15.288603411005985,4.0,"(256, 256)",3.0,0.12618497686900615,0.2549739917684486,0.27979376579242693,0.24345181020497217,t1
36.0,case01015,14.87008356333153,9.875817663331981,12.59013143711283,13.384015237526995,2.0,"(256, 256)",3.0,0.2569464525240318,0.18937770336166118,0.21184559643152462,0.22835670485758067,t1
36.0,case01015,14.19061160693853,14.50112336651323,14.746982268126896,14.188794726683302,4.0,"(256, 256)",3.0,0.12618497686900615,0.27484515371623863,0.2917527267661946,0.2636202962837303,t1
54.0,case01015,14.87008356333153,13.092303443469753,14.813519094271616,14.521747041761287,2.0,"(256, 256)",3.0,0.2569464525240318,0.21838361062714834,0.31379119667080874,0.28031024658250797,t1
54.0,case01015,14.19061160693853,13.49865387710853,13.691800680761776,13.313907090609067,4.0,"(256, 256)",3.0,0.12618497686900615,0.25638923274066994,0.26992826023482713,0.24835379909670283,t1
72.0,case01015,14.87008356333153,13.786738856967942,13.52342047551235,14.298170389824278,2.0,"(256, 256)",3.0,0.2569464525240318,0.19059269925613698,0.18172604890769822,0.22529992136063745,t1
72.0,case01015,14.19061160693853,16.466372941109327,16.765206512458665,16.058120004198607,4.0,"(256, 256)",3.0,0.12618497686900615,0.2731853214539777,0.29705373155244086,0.25558697092285976,t1
90.0,case01015,14.87008356333153,14.666371966681503,15.739116787551497,16.050779474125456,2.0,"(256, 256)",3.0,0.2569464525240318,0.11039354075583312,0.17427083445714758,0.25521817280225867,t1
90.0,case01015,14.19061160693853,23.048683777741658,23.010989507964545,23.516726018305263,4.0,"(256, 256)",3.0,0.12618497686900615,0.370724039869386,0.35703805939682426,0.46734306175162044,t1
108.0,case01015,14.87008356333153,13.273277201509721,14.587650930102619,12.336037755465624,2.0,"(256, 256)",3.0,0.2569464525240318,0.17482614904096788,0.3020022264662704,0.1562281104849959,t1
108.0,case01015,14.19061160693853,15.76349603540973,16.07662747912444,15.402936750792017,4.0,"(256, 256)",3.0,0.12618497686900615,0.25559911703437715,0.2805836134822647,0.2411364476797622,t1
126.0,case01015,14.87008356333153,12.613272920697424,13.595150177058152,12.916078415763653,2.0,"(256, 256)",3.0,0.2569464525240318,0.2070410059077477,0.23030391704087358,0.21177782604969933,t1
126.0,case01015,14.19061160693853,13.58553438353791,13.795617727815122,13.415658580348143,4.0,"(256, 256)",3.0,0.12618497686900615,0.25529262060212893,0.26995618445531117,0.24691059178249858,t1
144.0,case01015,14.87008356333153,13.413764438642055,13.043550960988368,13.704230962196586,2.0,"(256, 256)",3.0,0.2569464525240318,0.22074867848386942,0.21244390320891818,0.2302248286528344,t1
144.0,case01015,14.19061160693853,14.046739662181928,14.339416474070195,13.855696199190357,4.0,"(256, 256)",3.0,0.12618497686900615,0.2619432207394332,0.27871267796546384,0.25271319037747425,t1
162.0,case01015,14.87008356333153,14.82285616098855,12.47363583127007,14.785313604798658,2.0,"(256, 256)",3.0,0.2569464525240318,0.2885072011247896,0.15507636700912691,0.28157969921314185,t1
162.0,case01015,14.19061160693853,15.868739978766671,16.31842499644122,15.500117360715217,4.0,"(256, 256)",3.0,0.12618497686900615,0.2565721389852794,0.2831544398447093,0.24062480536898237,t1
180.0,case01015,14.87008356333153,14.81949515185076,14.559275857591365,14.864844792618845,2.0,"(256, 256)",3.0,0.2569464525240318,0.1104199665598734,0.10266071326985397,0.11085106413559107,t1
180.0,case01015,14.19061160693853,20.27836002588263,20.144602641921765,20.645032569706856,4.0,"(256, 256)",3.0,0.12618497686900615,0.24343568731548348,0.23872115302571517,0.2777578015419419,t1
198.0,case01015,14.87008356333153,13.254918783453942,13.024578370468669,14.560967022784796,2.0,"(256, 256)",3.0,0.2569464525240318,0.17221897260283026,0.16585526892865796,0.29478343639931737,t1
