angle (deg),case,psnr_bc,psnr_sr_1,psnr_sr_2,psnr_sr_3,scale,shape,slide,ssim_bc,ssim_sr_1,ssim_sr_2,ssim_sr_3,weight
234.0,case01015,18.592897140340924,17.188519427095223,17.752585134271698,18.336297280697778,2.0,"(256, 256)",35.0,0.36873611138881307,0.388785428876777,0.45441618749350216,0.6601552835691884,t1
234.0,case01015,16.424408226485955,17.764136434468675,17.845485805713256,17.65087983030311,4.0,"(256, 256)",35.0,0.24007970756830543,0.504867745214008,0.5369795470550018,0.4810349201001846,t1
252.0,case01015,18.592897140340924,18.209562930635443,18.903968204153987,18.761265632637034,2.0,"(256, 256)",35.0,0.36873611138881307,0.38533433254521327,0.49409220155974315,0.4599253434149615,t1
252.0,case01015,16.424408226485955,19.13985687848748,19.23921833152582,19.083220190990453,4.0,"(256, 256)",35.0,0.24007970756830543,0.5230122807481882,0.558406682321552,0.49757237937198107,t1
270.0,case01015,18.592897140340924,19.387156787512716,18.691880904851082,19.595980708798624,2.0,"(256, 256)",35.0,0.36873611138881307,0.4082994463652878,0.29332427099215985,0.49320958266588744,t1
270.0,case01015,16.424408226485955,18.102070570729584,18.169813676352508,18.162528367467573,4.0,"(256, 256)",35.0,0.24007970756830543,0.296073542972816,0.3138224389238767,0.3325562775329502,t1
288.0,case01015,18.592897140340924,17.550389800487956,17.547660207811703,18.353328137118446,2.0,"(256, 256)",35.0,0.36873611138881307,0.4112718111443338,0.4125608645168644,0.6703411379644293,t1
288.0,case01015,16.424408226485955,18.142104678519512,18.24475503149197,18.09168762433282,4.0,"(256, 256)",35.0,0.24007970756830543,0.5084957589765862,0.5507375339889592,0.48755945522921096,t1
306.0,case01015,18.592897140340924,17.16207399237363,16.882718162385363,16.890789513377676,2.0,"(256, 256)",35.0,0.36873611138881307,0.4453256987606861,0.4113853359558342,0.4163681163162601,t1
306.0,case01015,16.424408226485955,18.45475076832254,18.57841916678482,18.401870126853286,4.0,"(256, 256)",35.0,0.24007970756830543,0.5475060376955592,0.5848386382907007,0.5285633818123275,t1
324.0,case01015,18.592897140340924,18.5784290610926,17.757858431609183,18.124137402024253,2.0,"(256, 256)",35.0,0.36873611138881307,0.5537644861767892,0.4384736510586207,0.47454736322745483,t1
324.0,case01015,16.424408226485955,18.55069136535981,18.66865805577153,18.50213235698671,4.0,"(256, 256)",35.0,0.24007970756830543,0.5600565783412824,0.5955268093424266,0.5400364205044382,t1
342.0,case01015,18.592897140340924,19.54454819127795,19.94825879381984,19.31901923920121,2.0,"(256, 256)",35.0,0.36873611138881307,0.5842461949480122,0.7273773012095415,0.5193922866935712,t1
342.0,case01015,16.424408226485955,20.599258916955474,20.78829466483708,20.654845511647075,4.0,"(256, 256)",35.0,0.24007970756830543,0.5962986020048617,0.634595439499947,0.5749513554287622,t1
0.0,case01015,18.47123112547662,19.73192054060263,19.67505167780538,20.280538375547042,2.0,"(256, 256)",36.0,0.4311576095546744,0.5594558967836204,0.5158986340304749,0.8315097410041791,t1
0.0,case01015,16.517054933566595,19.08905214315408,20.413189781052328,20.77900712880044,4.0,"(256, 256)",36.0,0.24849374314962744,0.2636769744879365,0.33810685978774985,0.4009544695476287,t1
18.0,case01015,18.47123112547662,19.434782509700604,18.16577473218868,18.471452705884808,2.0,"(256, 256)",36.0,0.4311576095546744,0.7256626843363482,0.42879191455404086,0.4602627224469619,t1
18.0,case01015,16.517054933566595,20.637752606756244,20.98370332954149,20.648044484639463,4.0,"(256, 256)",36.0,0.24849374314962744,0.6107869091202814,0.6599079156012047,0.5923882687575053,t1
36.0,case01015,18.47123112547662,16.960520225278156,17.670984959552353,17.78833612226487,2.0,"(256, 256)",36.0,0.4311576095546744,0.44748558290189777,0.5374117666067296,0.5827303469434213,t1
36.0,case01015,16.517054933566595,19.901929526781544,20.054297465183684,19.82617153613416,4.0,"(256, 256)",36.0,0.24849374314962744,0.6064552832599848,0.6426842989427455,0.5845795263247509,t1
54.0,case01015,18.47123112547662,17.87914106711288,17.71361447290503,17.63106549093083,2.0,"(256, 256)",36.0,0.4311576095546744,0.5801573803940707,0.5339065283265019,0.511253524696764,t1
54.0,case01015,16.517054933566595,19.304800128705946,19.48798790806537,19.289280972488434,4.0,"(256, 256)",36.0,0.24849374314962744,0.5829527823526982,0.6201252838444111,0.5633542699806818,t1
72.0,case01015,18.47123112547662,18.487739241360096,19.22764245912978,18.710965825284127,2.0,"(256, 256)",36.0,0.4311576095546744,0.4640935010276512,0.673643503206823,0.5035669671546115,t1
72.0,case01015,16.517054933566595,20.48445570549572,20.67615932968365,20.494625277796384,4.0,"(256, 256)",36.0,0.24849374314962744,0.5789084527795041,0.6174939231708904,0.5572254921248411,t1
90.0,case01015,18.47123112547662,18.712605198469785,19.36587973069724,19.261075367412364,2.0,"(256, 256)",36.0,0.4311576095546744,0.36371938478436067,0.567273660797311,0.5120266427053213,t1
90.0,case01015,16.517054933566595,16.400205428620325,16.078008359459325,17.0511998063868,4.0,"(256, 256)",36.0,0.24849374314962744,0.14811721007287837,0.14403774547310563,0.15836257981039273,t1
108.0,case01015,18.47123112547662,16.864701858939345,18.61587960070404,18.09608392575569,2.0,"(256, 256)",36.0,0.4311576095546744,0.3414246716306259,0.5749015847560923,0.44407452563534217,t1
108.0,case01015,16.517054933566595,18.56293324985599,18.702845001983693,18.577391774229753,4.0,"(256, 256)",36.0,0.24849374314962744,0.5116788829154643,0.5530588404448744,0.4939760437102203,t1
126.0,case01015,18.47123112547662,17.33864846858422,17.21187368978182,17.248982403886192,2.0,"(256, 256)",36.0,0.4311576095546744,0.4972540561501463,0.4962073790824838,0.511295029068053,t1
126.0,case01015,16.517054933566595,17.611246629554646,17.826858233298072,17.592191651139775,4.0,"(256, 256)",36.0,0.24849374314962744,0.5011164519484191,0.5389857890724747,0.48142821456591683,t1
144.0,case01015,18.47123112547662,16.718814751468006,16.83770385408569,16.729175625543185,2.0,"(256, 256)",36.0,0.4311576095546744,0.41137961376396337,0.42827788282391066,0.41826329782476,t1
144.0,case01015,16.517054933566595,17.647721266729167,17.717203664148364,17.62188923919653,4.0,"(256, 256)",36.0,0.24849374314962744,0.49542558772256756,0.5289277333065211,0.47537172809043154,t1
162.0,case01015,18.47123112547662,18.203380955169436,18.324237988845134,17.75417096635642,2.0,"(256, 256)",36.0,0.4311576095546744,0.4523798483657037,0.48481820079716026,0.3787309853990579,t1
162.0,case01015,16.517054933566595,18.64908702723651,18.77744764173945,18.704456107654583,4.0,"(256, 256)",36.0,0.24849374314962744,0.5004453689509843,0.5381964465678921,0.4800702869750223,t1
180.0,case01015,18.47123112547662,16.805259718835725,17.708766305258386,18.238139440762655,2.0,"(256, 256)",36.0,0.4311576095546744,0.21516925150111746,0.2731954478296489,0.37067549109792447,t1
180.0,case01015,16.517054933566595,17.85463700024649,17.43929040438251,17.507358062876644,4.0,"(256, 256)",36.0,0.24849374314962744,0.25683486806614453,0.21607803322611435,0.23208567877446323,t1
198.0,case01015,18.47123112547662,18.107589293930584,17.93189828762901,18.346826734308326,2.0,"(256, 256)",36.0,0.4311576095546744,0.579672747378083,0.44591618896064206,0.6168912985530544,t1
198.0,case01015,16.517054933566595,18.296393724953916,18.429215108347634,18.282392955962735,4.0,"(256, 256)",36.0,0.24849374314962744,0.4956877252302083,0.536485295361285,0.47721796068809896,t1
216.0,case01015,18.47123112547662,17.14659838640053,16.580801470735977,17.355070682941356,2.0,"(256, 256)",36.0,0.4311576095546744,0.5318532327548691,0.3965419444567213,0.6343546570083901,t1
216.0,case01015,16.517054933566595,18.459940784298766,18.57751636981758,18.353396532969587,4.0,"(256, 256)",36.0,0.24849374314962744,0.519764826680837,0.5544652884786987,0.4974345221566374,t1
234.0,case01015,18.47123112547662,16.780641314756704,16.284960894955034,17.098223508502123,2.0,"(256, 256)",36.0,0.4311576095546744,0.416394180959977,0.36656202383231645,0.4989088907413854,t1
234.0,case01015,16.517054933566595,18.51026218435919,18.56728737845119,18.39149948479857,4.0,"(256, 256)",36.0,0.24849374314962744,0.5200390605225699,0.5519567850286868,0.4963982719826495,t1
252.0,case01015,18.47123112547662,18.25718045836442,17.71820459491008,18.570008391596545,2.0,"(256, 256)",36.0,0.4311576095546744,0.4851323499956135,0.3850390804496833,0.630879584214111,t1
252.0,case01015,16.517054933566595,19.102400849004926,19.19394810164935,19.081210273328363,4.0,"(256, 256)",36.0,0.24849374314962744,0.5195371631785026,0.5551949964222258,0.49545314436606896,t1
270.0,case01015,18.47123112547662,17.957872329622642,18.634325122857923,18.48660834201961,2.0,"(256, 256)",36.0,0.4311576095546744,0.30367245220033434,0.5268849139908508,0.4484617361176498,t1
270.0,case01015,16.517054933566595,17.68834867686744,17.572145967855178,18.253311826548508,4.0,"(256, 256)",36.0,0.24849374314962744,0.23009288071640097,0.2258702299547407,0.3164860104769528,t1
288.0,case01015,18.47123112547662,18.213711387082352,17.487335677280377,18.58188430571519,2.0,"(256, 256)",36.0,0.4311576095546744,0.47680626936870557,0.37171420383655784,0.6141416670499376,t1
288.0,case01015,16.517054933566595,18.75948218241517,18.85671875619738,18.688389493510158,4.0,"(256, 256)",36.0,0.24849374314962744,0.52596333991956,0.5676007332470524,0.5037928577551302,t1
306.0,case01015,18.47123112547662,15.668396741381654,17.749123531470232,16.568426371736507,2.0,"(256, 256)",36.0,0.4311576095546744,0.363947169012292,0.6830639191835317,0.4044941508601018,t1
306.0,case01015,16.517054933566595,18.688045129230037,18.859716334116683,18.870552017430445,4.0,"(256, 256)",36.0,0.24849374314962744,0.5552517342899526,0.5931849920532583,0.5410221500722792,t1
324.0,case01015,18.47123112547662,17.894821448975446,17.59189960235385,17.230058920888865,2.0,"(256, 256)",36.0,0.4311576095546744,0.6328447767990539,0.5229475712336124,0.4626099618799986,t1
324.0,case01015,16.517054933566595,19.14400008057067,19.456643926701727,19.231258027019734,4.0,"(256, 256)",36.0,0.24849374314962744,0.5753787267427152,0.6153507649092155,0.5584177810492057,t1
342.0,case01015,18.47123112547662,18.648694730990872,19.24157043281024,19.30017869454931,2.0,"(256, 256)",36.0,0.4311576095546744,0.4707322841622873,0.6172881085268306,0.6484767725970034,t1
342.0,case01015,16.517054933566595,20.857901500078633,20.93893867121791,20.886850440729674,4.0,"(256, 256)",36.0,0.24849374314962744,0.6056443363735081,0.6414707720598108,0.5834529237648141,t1
0.0,case01015,18.00418371989005,18.044078811291378,18.78798758596236,19.363911097613588,2.0,"(256, 256)",37.0,0.34490864463787635,0.30870103071852284,0.3576946969964037,0.4511326536743207,t1
0.0,case01015,16.2595441822571,19.79524781602419,20.095470797530076,20.15147534389575,4.0,"(256, 256)",37.0,0.2399995713012166,0.28908727178568266,0.3015424531564494,0.31246487296431696,t1
18.0,case01015,18.00418371989005,18.17630532983147,18.464040762930665,17.68897985107126,2.0,"(256, 256)",37.0,0.34490864463787635,0.5603797638964317,0.6805138290522093,0.4521809643521459,t1
18.0,case01015,16.2595441822571,21.77776688136293,21.755156812154684,21.71361631520654,4.0,"(256, 256)",37.0,0.2399995713012166,0.6332383727563248,0.6284347735543672,0.6133020863165716,t1
36.0,case01015,18.00418371989005,19.11781126457081,17.857490335432615,18.54257118275131,2.0,"(256, 256)",37.0,0.34490864463787635,0.7042535743780138,0.4584169207628962,0.5337249298124027,t1
36.0,case01015,16.2595441822571,19.204158882894344,19.43520709941799,19.33266981313927,4.0,"(256, 256)",37.0,0.2399995713012166,0.5893385549375126,0.6218822880581979,0.5735414593842121,t1
54.0,case01015,18.00418371989005,16.60623620178612,18.25905708439558,18.649293381902808,2.0,"(256, 256)",37.0,0.34490864463787635,0.40598096751195756,0.5574310273984315,0.6772169934793739,t1
54.0,case01015,16.2595441822571,18.409352684442165,18.543297481436387,18.31409105509961,4.0,"(256, 256)",37.0,0.2399995713012166,0.5616699663799706,0.5985666796642206,0.5408503224869234,t1
72.0,case01015,18.00418371989005,17.985676256062092,17.44496322640614,18.175212920464368,2.0,"(256, 256)",37.0,0.34490864463787635,0.5558380371401299,0.44346205228920516,0.7131889911571095,t1
72.0,case01015,16.2595441822571,20.68452921956331,20.856987809307405,20.648099876528757,4.0,"(256, 256)",37.0,0.2399995713012166,0.5678730631165788,0.6166179243011745,0.5583828356580939,t1
90.0,case01015,18.00418371989005,18.620284762722857,18.9773607977067,19.502344336595478,2.0,"(256, 256)",37.0,0.34490864463787635,0.3407248944712522,0.4050431688491241,0.620552845816358,t1
90.0,case01015,16.2595441822571,18.302113972405717,18.23722747827992,18.213952715038957,4.0,"(256, 256)",37.0,0.2399995713012166,0.23438521856612773,0.22241355334792776,0.2868801189830894,t1
108.0,case01015,18.00418371989005,17.749110524870474,17.260603309123535,17.014976079719826,2.0,"(256, 256)",37.0,0.34490864463787635,0.6224033868083779,0.4341546387650198,0.3958484991158424,t1
108.0,case01015,16.2595441822571,18.882852607813085,18.91023728090102,19.086447082822232,4.0,"(256, 256)",37.0,0.2399995713012166,0.4455953535183885,0.44554528164226065,0.472274492453986,t1
126.0,case01015,18.00418371989005,17.422215804455575,18.459436558807138,18.528378912942895,2.0,"(256, 256)",37.0,0.34490864463787635,0.4169026515174344,0.659096009455083,0.7011211434857003,t1
126.0,case01015,16.2595441822571,17.41046266563528,17.45992422911087,17.309828665763508,4.0,"(256, 256)",37.0,0.2399995713012166,0.4916718553097672,0.5254899586734115,0.4699789581872108,t1
144.0,case01015,18.00418371989005,17.176262811939914,17.43556496539838,17.219977805954002,2.0,"(256, 256)",37.0,0.34490864463787635,0.4200903809444596,0.4537661706623299,0.4256617558369882,t1
144.0,case01015,16.2595441822571,17.394820291156616,17.498494088433002,17.366830884670556,4.0,"(256, 256)",37.0,0.2399995713012166,0.48454696725087065,0.518900304343003,0.46449383661840277,t1
162.0,case01015,18.00418371989005,16.66973429750697,17.059491521707002,17.636477850130706,2.0,"(256, 256)",37.0,0.34490864463787635,0.3481015727606432,0.4003502693610331,0.6447094423582967,t1
162.0,case01015,16.2595441822571,19.094650858951006,19.200352756366087,19.110256904527226,4.0,"(256, 256)",37.0,0.2399995713012166,0.5109157630303119,0.5477160689685133,0.48945129241802415,t1
180.0,case01015,18.00418371989005,16.676077874381104,17.41748029807839,18.00418645438498,2.0,"(256, 256)",37.0,0.34490864463787635,0.21428612722079465,0.2572392976743695,0.3693786074016389,t1
180.0,case01015,16.2595441822571,16.74718369031241,16.70741552520933,16.91540129511372,4.0,"(256, 256)",37.0,0.2399995713012166,0.17708197372117981,0.17593047392881644,0.18610741733890804,t1
198.0,case01015,18.00418371989005,15.71457780052694,17.391570737144896,17.271488265832595,2.0,"(256, 256)",37.0,0.34490864463787635,0.29257745954356495,0.5666390279625464,0.49727575880760244,t1
198.0,case01015,16.2595441822571,19.166637951776433,19.29590525855074,19.197093997038184,4.0,"(256, 256)",37.0,0.2399995713012166,0.5168385947830993,0.5398741812886129,0.49945379713704746,t1
216.0,case01015,18.00418371989005,17.559621672934927,17.875456641028975,18.12363281121811,2.0,"(256, 256)",37.0,0.34490864463787635,0.42071475707426637,0.4721150938316768,0.5622821750343603,t1
216.0,case01015,16.2595441822571,17.60552417332801,17.785858623775464,17.52620532120255,4.0,"(256, 256)",37.0,0.2399995713012166,0.4965961662001678,0.5328587994708369,0.47477886078184556,t1
234.0,case01015,18.00418371989005,17.235680128074733,16.90743362793292,17.38168795686887,2.0,"(256, 256)",37.0,0.34490864463787635,0.4160305461808879,0.3838748709850289,0.4426038722997368,t1
234.0,case01015,16.2595441822571,17.518756631888873,17.589792193308224,17.52479283000508,4.0,"(256, 256)",37.0,0.2399995713012166,0.4934921196593572,0.5260846864561631,0.4731315158444672,t1
252.0,case01015,18.00418371989005,16.716493548744808,17.316679698811317,16.84256623839621,2.0,"(256, 256)",37.0,0.34490864463787635,0.35302917242054105,0.6166915813371611,0.37268502540698056,t1
252.0,case01015,16.2595441822571,19.451291332522295,19.404538449118895,19.439720429974052,4.0,"(256, 256)",37.0,0.2399995713012166,0.46303365014879716,0.45411511122554366,0.46123154302992014,t1
270.0,case01015,18.00418371989005,18.29976031973317,18.016850898583535,18.543042576038967,2.0,"(256, 256)",37.0,0.34490864463787635,0.44658037231896813,0.3414818417914795,0.5676826964996219,t1
270.0,case01015,16.2595441822571,17.552220401307128,17.241147509891974,17.686695454424267,4.0,"(256, 256)",37.0,0.2399995713012166,0.21847746051919598,0.19877540890212822,0.24269287057431316,t1
288.0,case01015,18.00418371989005,17.664686945033868,17.05587134423737,17.798595853270516,2.0,"(256, 256)",37.0,0.34490864463787635,0.5343574538223363,0.3852400231163481,0.6004572494616776,t1
288.0,case01015,16.2595441822571,20.050848954622808,19.978774749736804,20.032395027143227,4.0,"(256, 256)",37.0,0.2399995713012166,0.5566165550859238,0.5110567108689863,0.5357416178637826,t1
306.0,case01015,18.00418371989005,17.618357931788957,17.828352629334113,18.6509656472254,2.0,"(256, 256)",37.0,0.34490864463787635,0.43132265228687217,0.4493938470966863,0.6630967433759679,t1
306.0,case01015,16.2595441822571,17.732115990156384,17.89247847374709,17.833291193405497,4.0,"(256, 256)",37.0,0.2399995713012166,0.5292312184198374,0.5679377152943821,0.5142667401048537,t1
324.0,case01015,18.00418371989005,17.595603006387528,17.90585338318644,17.77358475551499,2.0,"(256, 256)",37.0,0.34490864463787635,0.462090296805433,0.49034903013779935,0.4753796043399945,t1
324.0,case01015,16.2595441822571,18.683339111724397,18.682897872405608,18.66179919409621,4.0,"(256, 256)",37.0,0.2399995713012166,0.5374635677701736,0.5492723230440574,0.5412740131549625,t1
342.0,case01015,18.00418371989005,17.46623792988421,18.19616602533086,18.163003632350023,2.0,"(256, 256)",37.0,0.34490864463787635,0.4389716984304733,0.6682774819146029,0.6746963585148221,t1
342.0,case01015,16.2595441822571,21.254003403611364,21.402337944915928,21.190588310155714,4.0,"(256, 256)",37.0,0.2399995713012166,0.6125280267127781,0.6496831561921474,0.5881746972030916,t1
0.0,case01015,17.589642878211734,18.72416216421587,20.61942256654957,20.80161258821221,2.0,"(256, 256)",38.0,0.3244842142894768,0.32213255351484305,0.6350870016993794,0.752517892859979,t1
0.0,case01015,15.975550283891769,19.6340185040675,19.33654744002431,19.75800585443161,4.0,"(256, 256)",38.0,0.23391062360149653,0.27618598123301763,0.27424450395777145,0.31376329108315737,t1
18.0,case01015,17.589642878211734,18.143914553426484,17.49658247501089,17.80777010102716,2.0,"(256, 256)",38.0,0.3244842142894768,0.527910622950303,0.4234759742377151,0.4585837365188612,t1
18.0,case01015,15.975550283891769,21.524213389718025,21.245799362754752,21.50599398060105,4.0,"(256, 256)",38.0,0.23391062360149653,0.6299846605381014,0.5672251224996114,0.6108941028755149,t1
36.0,case01015,17.589642878211734,17.601702233355976,18.791001265921313,19.845059645050696,2.0,"(256, 256)",38.0,0.3244842142894768,0.42915050727338855,0.49667659430751054,0.7475112276535849,t1
36.0,case01015,15.975550283891769,19.411709384914705,19.400454781483646,19.417998517979925,4.0,"(256, 256)",38.0,0.23391062360149653,0.5959202123196651,0.5699099657760422,0.5771600919255094,t1
54.0,case01015,17.589642878211734,18.030225727615115,18.449442409675612,18.01979327245232,2.0,"(256, 256)",38.0,0.3244842142894768,0.485407780148613,0.5464772689759223,0.48484844046495434,t1
54.0,case01015,15.975550283891769,18.736329940056983,18.79170166816758,18.649361466877608,4.0,"(256, 256)",38.0,0.23391062360149653,0.5711678314733996,0.6060406789646753,0.5503500447774152,t1
72.0,case01015,17.589642878211734,17.16135315560486,18.32536130158112,18.311501373786864,2.0,"(256, 256)",38.0,0.3244842142894768,0.3743135947785899,0.49095019827746267,0.4917601168339166,t1
72.0,case01015,15.975550283891769,20.544026167281544,20.747758687918008,20.74589840323226,4.0,"(256, 256)",38.0,0.23391062360149653,0.5792990177495929,0.6181085527281386,0.562181578877479,t1
90.0,case01015,17.589642878211734,19.82003771157878,19.396764167845745,19.933542268660002,2.0,"(256, 256)",38.0,0.3244842142894768,0.47998539674891516,0.36393912967392494,0.4733376766158274,t1
90.0,case01015,15.975550283891769,18.39590746391306,18.513155242319385,18.56527340734717,4.0,"(256, 256)",38.0,0.23391062360149653,0.24749664327993895,0.23720889366094142,0.30754723566468434,t1
108.0,case01015,17.589642878211734,17.415273174666616,18.25852976445983,17.819287669195393,2.0,"(256, 256)",38.0,0.3244842142894768,0.4075850938239831,0.6659691813492938,0.4880509623890797,t1
108.0,case01015,15.975550283891769,19.292960709863827,19.400753696069607,19.393331612862248,4.0,"(256, 256)",38.0,0.23391062360149653,0.5271680845920398,0.5671708612456986,0.5116752697662886,t1
126.0,case01015,17.589642878211734,18.108444250313248,18.464967277550535,18.693732252542517,2.0,"(256, 256)",38.0,0.3244842142894768,0.4315286649658037,0.46869760405031224,0.5075224381003391,t1
126.0,case01015,15.975550283891769,17.82008683269324,17.867423956252857,17.765651178595324,4.0,"(256, 256)",38.0,0.23391062360149653,0.5002011606977339,0.5338938393043257,0.4796007912630092,t1
144.0,case01015,17.589642878211734,17.11105640630641,17.868318338239227,17.650251154627156,2.0,"(256, 256)",38.0,0.3244842142894768,0.4064761653020564,0.5474820895770465,0.48061574700416354,t1
144.0,case01015,15.975550283891769,17.348394864156255,17.49778388480497,17.3648443719308,4.0,"(256, 256)",38.0,0.23391062360149653,0.484278332254172,0.5197449997088379,0.4653945142792663,t1
162.0,case01015,17.589642878211734,17.635171435569006,17.41592912504268,17.565955914447677,2.0,"(256, 256)",38.0,0.3244842142894768,0.40573775872246753,0.3774170879191626,0.3998273909457176,t1
162.0,case01015,15.975550283891769,19.060677324887273,19.17438569857733,19.056391233544613,4.0,"(256, 256)",38.0,0.23391062360149653,0.5075962275437111,0.5445071755698787,0.4856435891472964,t1
180.0,case01015,17.589642878211734,19.012847983360338,18.76107404134431,19.137462764641775,2.0,"(256, 256)",38.0,0.3244842142894768,0.4760804359040468,0.3709982476689596,0.5383133012271549,t1
180.0,case01015,15.975550283891769,17.235242857748872,17.35989384067015,17.598562102485168,4.0,"(256, 256)",38.0,0.23391062360149653,0.20865248421395183,0.22042858400531962,0.27137737160660613,t1
198.0,case01015,17.589642878211734,15.007467788146066,16.473484786298872,17.786353835107263,2.0,"(256, 256)",38.0,0.3244842142894768,0.2718088252682681,0.32247917086924355,0.6468421621344496,t1
198.0,case01015,15.975550283891769,19.03536286365114,19.21288776660207,19.055972018315977,4.0,"(256, 256)",38.0,0.23391062360149653,0.5103986330439038,0.5519195585199518,0.49320217033683933,t1
216.0,case01015,17.589642878211734,18.67382314792556,18.560342589065872,18.27422713546361,2.0,"(256, 256)",38.0,0.3244842142894768,0.5986536477019141,0.5426841109056704,0.47201709743096604,t1
216.0,case01015,15.975550283891769,17.81232045843993,17.88118271513817,17.732686273033387,4.0,"(256, 256)",38.0,0.23391062360149653,0.5005655426588768,0.534099945801842,0.4787522938807627,t1
234.0,case01015,17.589642878211734,16.76139695685692,18.022942289488995,17.389465715404256,2.0,"(256, 256)",38.0,0.3244842142894768,0.3682351710385318,0.639852776498741,0.4348246195963915,t1
234.0,case01015,15.975550283891769,17.67096425632269,17.688725101705504,17.547870056644243,4.0,"(256, 256)",38.0,0.23391062360149653,0.4962968410855952,0.5275060861652259,0.4730095047067348,t1
252.0,case01015,17.589642878211734,17.548134407827398,17.020390527264492,17.64915670273792,2.0,"(256, 256)",38.0,0.3244842142894768,0.4023493424452039,0.34427924808500104,0.4089696015453062,t1
252.0,case01015,15.975550283891769,19.45859187440268,19.545289554853085,19.412407889087948,4.0,"(256, 256)",38.0,0.23391062360149653,0.5246609051513693,0.5588917506429281,0.499016958293578,t1
270.0,case01015,17.589642878211734,18.47003115327087,18.94983763394429,19.314819644490292,2.0,"(256, 256)",38.0,0.3244842142894768,0.33568811514293256,0.45291582824817145,0.6584717063485648,t1
270.0,case01015,15.975550283891769,17.509134181959663,17.546507717645238,17.822018264391986,4.0,"(256, 256)",38.0,0.23391062360149653,0.21374538558981457,0.2155550887746404,0.266953598657937,t1
288.0,case01015,17.589642878211734,17.568808159853123,17.00656109666706,17.289544295089815,2.0,"(256, 256)",38.0,0.3244842142894768,0.4341060602021264,0.3606117552494604,0.3917831005116422,t1
288.0,case01015,15.975550283891769,19.871383068329244,19.689608931277707,19.94203476553894,4.0,"(256, 256)",38.0,0.23391062360149653,0.5084403288204424,0.4564302900389757,0.5279392224411733,t1
306.0,case01015,17.589642878211734,18.990288440163706,18.79390624941476,17.852529046454613,2.0,"(256, 256)",38.0,0.3244842142894768,0.5474096422499435,0.5066593309809683,0.41692520031664393,t1
306.0,case01015,15.975550283891769,18.785811459751077,18.86470539321679,18.728058822719284,4.0,"(256, 256)",38.0,0.23391062360149653,0.5504813846532202,0.5869028564080195,0.5312805228526266,t1
324.0,case01015,17.589642878211734,17.45937072582306,18.35392894008676,18.415263117430687,2.0,"(256, 256)",38.0,0.3244842142894768,0.44015836746059406,0.4718444140088129,0.656409601045216,t1
324.0,case01015,15.975550283891769,18.698953786997386,18.822267020285107,18.707844236751303,4.0,"(256, 256)",38.0,0.23391062360149653,0.5598427125665953,0.5954502148976623,0.5409394376680029,t1
342.0,case01015,17.589642878211734,18.500605778666255,18.71263779121041,18.390213136451834,2.0,"(256, 256)",38.0,0.3244842142894768,0.5157999332231633,0.5721354770220768,0.495228440238311,t1
342.0,case01015,15.975550283891769,21.033268789093565,21.177388848603513,20.96045701937276,4.0,"(256, 256)",38.0,0.23391062360149653,0.606984672309595,0.6441635093913257,0.5823990463570058,t1
0.0,case01015,18.219260510857787,19.995601293299764,22.248262713017045,21.76500901639288,2.0,"(256, 256)",39.0,0.4070851935593403,0.3464629286286302,0.7182357292743596,0.553749296392569,t1
0.0,case01015,15.865228979232377,17.618996493599774,17.315620181283123,17.986660559583814,4.0,"(256, 256)",39.0,0.23064771401523546,0.2282234215039832,0.22254720283749616,0.23575527922214035,t1
18.0,case01015,18.219260510857787,18.817803071836135,18.30154072563233,18.38718932179783,2.0,"(256, 256)",39.0,0.4070851935593403,0.5236488270893532,0.444760625855471,0.4620322253358901,t1
18.0,case01015,15.865228979232377,21.53123077522,21.411093680540088,21.48430271830708,4.0,"(256, 256)",39.0,0.23064771401523546,0.6289840655969934,0.6143673657113037,0.6093628743288515,t1
36.0,case01015,18.219260510857787,17.06618318140582,20.116951446790342,19.180949709421323,2.0,"(256, 256)",39.0,0.4070851935593403,0.40803216501635114,0.6962109281719517,0.5100725843111679,t1
36.0,case01015,15.865228979232377,20.090816454779752,20.074165625145742,20.082927059930554,4.0,"(256, 256)",39.0,0.23064771401523546,0.6102746251261015,0.6020014408219896,0.5906641289335747,t1
54.0,case01015,18.219260510857787,18.41564528924931,18.470939790044476,18.368187331699513,2.0,"(256, 256)",39.0,0.4070851935593403,0.5104577189821637,0.5161810453911841,0.5048924316776425,t1
54.0,case01015,15.865228979232377,19.072941431851113,19.13390882072183,18.92363897302446,4.0,"(256, 256)",39.0,0.23064771401523546,0.5791841058314429,0.6138545501146593,0.5567644192038592,t1
72.0,case01015,18.219260510857787,18.988301209282422,18.47308146077119,18.842998025850868,2.0,"(256, 256)",39.0,0.4070851935593403,0.5293289278365436,0.4413437918496415,0.49912933928049297,t1
72.0,case01015,15.865228979232377,19.95459290940166,20.17115019117728,20.146954405719303,4.0,"(256, 256)",39.0,0.23064771401523546,0.5641607851605835,0.6037990348766585,0.5469902863615068,t1
90.0,case01015,18.219260510857787,20.439564177240023,21.02244077307576,20.69949073944446,2.0,"(256, 256)",39.0,0.4070851935593403,0.4066677397299601,0.6984646739495075,0.46443264845266885,t1
90.0,case01015,15.865228979232377,18.27765249777866,18.26480820811233,18.272811255749847,4.0,"(256, 256)",39.0,0.23064771401523546,0.22645497343687404,0.21327422771327914,0.22679933025934132,t1
